place_id,place_name,review_id,reviewer_name,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,reviewer_url,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSURGdXJqZ3h3RRAB,Loki 2005,5,"The Zinavo team is the best place for all Website development needs for your business. They are highly professional and have a great work ethic. As we requested many changes for our website, they were always willing to make them necessary for a better customer experience. I am looking forward to working with your esteemed team shortly and highly recommend your service offerings to any customer. Thank you for everything you do.",a month ago,2023-11-19 21:15:00.278824,"Thank you for your kind words, Loki! We are delighted to hear that you are pleased with our service and we look forward to working with you again soon.",3 weeks ago,2023-11-28 21:15:00.278824,1,1,,https://www.google.com/maps/contrib/102732907499202077830/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSURGcXRhRXh3RRAB,Dhesigan R,5,"The company designed my companys website and did a good job. I hope that they will provide the service and maintenance as promised. All the details which make a website successful, big and small, are taken care of by the company, they are accessible and all in all, they are extremely customer-friendly. My experience with them has been good so far, and I am sure other customers will have the same.",a month ago,2023-11-19 21:15:00.314829,"Thank you for your positive review, Dhesigan! We are delighted to hear that your experience with us has been good so far and that we have taken care of all the details that make a website successful. We look forward to continuing to provide you with excellent service and maintenance.",3 weeks ago,2023-11-28 21:15:00.314829,1,1,,https://www.google.com/maps/contrib/116880827390833494170/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSURGcXNhVm9RRRAB,Jaga Mani,5,"We are very satisfied with Zinavos service. Imrana, Nithis, and Arun have been in touch with me. Together, they make a great team. Zinavo is my recommendation for anyone seeking professional web design and development services.",a month ago,2023-11-19 21:15:00.330823,"Thank you so much for the kind words, Jaga Mani! We are so glad to hear that Imrana, Nithis, and Arun have provided you with excellent service. We are honored to be your recommendation for web design and development services.",3 weeks ago,2023-11-28 21:15:00.330823,1,1,,https://www.google.com/maps/contrib/113749930748223693203/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSURGcXJxdmFREAE,Gurubaran S.E,5,A professional web design company that helped us to develop a web application on time and to a high standard of quality.,a month ago,2023-11-19 21:15:00.349826,"Thank you for the wonderful review, Gurubaran! Were glad to hear that we were able to help you develop a web application on time and to a high standard of quality.",3 weeks ago,2023-11-28 21:15:00.349826,1,1,2,https://www.google.com/maps/contrib/108076922861874932444/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNGZ18yZ1FBEAE,Monesh S,5,"Zinavo is a leading digital marketing agency in Bangalore. They provide small and large businesses with the most effective digital marketing solutions. Their digital marketing team is very talented, friendly, and professional.",a month ago,2023-11-19 21:15:00.366824,"Thank you for your kind words, Monesh! Were thrilled to hear that you had a positive experience with our digital marketing team. We look forward to continuing to provide effective digital marketing solutions to businesses of all sizes.",3 weeks ago,2023-11-28 21:15:00.366824,1,2,,https://www.google.com/maps/contrib/109962956137623508135/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNGZzczdXF3RRAB,Lingeshwar T,5,"I was very satisfied with Zinavos service. It is a trustworthy SEO company I would recommend to anyone seeking an SEO company. As well as social media marketing services like Facebook ads and Google ads, these services can generate quality leads. They have a very effective and helpful team.",a month ago,2023-11-19 21:15:00.386825,"Thank you for your kind words, Lingeshwar! We are glad to hear that you were satisfied with our service and that you would recommend us to others. We are proud to offer quality services such as SEO, Facebook ads, and Google ads to help generate leads.",3 weeks ago,2023-11-28 21:15:00.386825,1,1,,https://www.google.com/maps/contrib/115138394683551407216/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNGZzc3ZFBBEAE,    v    ,5,"Zinavo provided me with excellent service. I would recommend it to anyone searching for a reliable SEO company. Besides social media marketing, like Facebook and Google ads, quality leads can also be generated. They have a very effective and helpful team.",a month ago,2023-11-19 21:15:00.404825,"Thank you for your glowing review, Navin! Were glad to hear that our team was helpful and that you were able to generate quality leads. We appreciate your recommendation and 5-star rating!",3 weeks ago,2023-11-28 21:15:00.404825,1,2,,https://www.google.com/maps/contrib/108372712701972930832/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNGZzc3UU93EAE,Pradeep Kumar,5,It is a pleasure to work with the Zinavo team. They have developed my website according to my expectations and incorporated all my requests. Zinavo has a very professional team and understands what its customers need. It has been a pleasure working with Zinavo on my website design and development.,a month ago,2023-11-19 21:15:00.418825,"Thank you so much for your kind words, Pradeep! We are so glad to hear that you were pleased with our work. We pride ourselves on providing the best possible service for our customers and are delighted that you were satisfied with the results.",3 weeks ago,2023-11-28 21:15:00.418825,1,3,,https://www.google.com/maps/contrib/104515203287720926498/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNGNWJDMTN3RRAB,Gurudev Gurudev,5,"One of the leading digital marketing companies in Bangalore. The service is excellent at a reasonable price, and the team is dedicated! This is really a very pleasant experience.",a month ago,2023-11-19 21:15:00.430824,"Thank you for the kind words, Gurudev! We appreciate you taking the time to share your experience with us. We are delighted to hear that you had a pleasant experience with us!",3 weeks ago,2023-11-28 21:15:00.430824,1,2,,https://www.google.com/maps/contrib/117695768210054456838/reviews?entry=ttu,False,,
ChIJ8WlwPi8XrjsRoio8OS1brLw,"Zinavo - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNGb0oza2N3EAE,YT GAMING,5,"I was referred to them by a friend when we discussed website design. After we contacted Sudhakar sir, he understood the whole content and concept I had in my head, and thats where I got such a comfortable space to design every feature in detail. The truth is that I cannot settle for ordinary. Their team did a great job throughout the project and even after 1 month of going live, they continued to support us without charging any additional fees. The work they do is clean and crisp. The designers did a great job coming up with better banner suggestions. I had a great experience overall and it was worth every penny! I am very pleased with the after-launch service. Thank you again.",a month ago,2023-11-19 21:15:00.453822,"Thank you for the wonderful review, YT GAMING! We are thrilled to hear that we exceeded your expectations and that our team was able to bring your vision to life. We are grateful for your kind words and we look forward to continuing to provide you with excellent service.",3 weeks ago,2023-11-28 21:15:00.453822,1,2,,https://www.google.com/maps/contrib/112622682054853002626/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNWczhHZEZBEAE,murali reddy,5,Our ecommerce design development by SeekNEO team is the best easily much better than our competitors. Good work team. Keep it up.,a week ago,2023-12-12 21:15:04.646831,,,,0,3,,https://www.google.com/maps/contrib/114604762097022336411/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUM1aEtEUGVREAE,Shrutipurna Life Coach & Motivational Speaker,4,Im glad that I have made a wise decision to go with SeekNeo organization. Theyre really supportive and professional. Special thanks to Mr. Nitin & Mr. Ajay and entire team. I wish you good luck for your future endeavors.,2 months ago,2023-10-19 21:15:04.672828,"Dear Shrutipurna, Thanks for your review. We appreciate our relationship and trust you have on us. Our efforts will be always towards providing best experience and product.",a month ago,2023-11-19 21:15:04.672828,0,38,180,https://www.google.com/maps/contrib/109525346725891414496/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSURaazRhamt3RRAB,Praveen Poojary,5,Best development company in Bangalore,2 months ago,2023-10-19 21:15:04.699828,Your review mean a lot to us. Thanks for your support.,a month ago,2023-11-19 21:15:04.699828,0,1,8,https://www.google.com/maps/contrib/103092291658212020350/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSURacGJhc093EAE,Prashanth M S,5,Working with SeekNeo was an exceptional experience. They transformed our online presence with a beautifully designed and user-friendly website. Their attention to detail and responsiveness exceeded our expectations. The website developers expertise and creativity were truly remarkable. I highly recommend SeekNeo team for top-notch results !,2 months ago,2023-10-19 21:15:04.715824,Thank you!!!Glad to know that you are completely satisfied with our development team and the work is been delivered to you in time.Will surely look into the customer relationship and do the necessary changes if required.Once again thanks a lot for your valuable time.,2 months ago,2023-10-19 21:15:04.715824,0,127,79,https://www.google.com/maps/contrib/103812943747237132353/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNaei02MllREAE,Ashok kanchan,5,"They designed our companys website and did a good job. The company takes good care of customer requirements,they are accessible and all in all they are extremely customer friendly. I have had a very good experience with them  I am sure that other customers will have the same. I hope they are top web development company in Bangalore Special thanks to Mr.Manor who is Owner of this company.",2 months ago,2023-10-19 21:15:04.728826,"Hello Ashok, Thanks for your review. We appreciate our relationship and trust you have on us. Our efforts will be always towards providing best experience and product.",2 months ago,2023-10-19 21:15:04.728826,0,3,,https://www.google.com/maps/contrib/105007626315479995894/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSURwNFl6R3FBRRAB,arpita shetty,5,SeekNEO India is the best digital marketing firm in Bangalore. The team here has expert knowledge of their domain. They helped us redesign our website and our SEO ranking! We are very happy with the results and wish to recommend them to anyone looking for a trustworthy and efficient agency here.,3 months ago,2023-09-19 21:15:04.743820,"Thank you for your kind words, Arpita! Were thrilled to hear that our team exceeded your expectations and are pleased to assist with your digital presence and SEO.",3 months ago,2023-09-19 21:15:04.743820,0,2,,https://www.google.com/maps/contrib/111175607548089250038/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSURwNGZTdWNBEAE,Lohith Gowda,5,"The team is very professional, responsive, and dynamic. I am from Sweden and reached out to SeekNEO for my eCommerce website development. The distance really did not matter as their interaction through virtual calls was productive to understand the requirements and deliver the same. Thanks to the SeekNEO team and I am opting for their team for my digital marketing services too.",3 months ago,2023-09-19 21:15:04.756826,"Hello Lohith, Thanks for your review. We appreciate our relationship and trust you have on us. Our efforts will be always towards providing best experience and product.",3 months ago,2023-09-19 21:15:04.756826,0,2,,https://www.google.com/maps/contrib/107498077468738825621/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSURwNGRUd3FBRRAB,Madhu Sudhana,5,"SeekNEO, Ive gotten their help with digital marketing. One of Bangalores greatest options for digital marketing is this one. With their work and crew, Im quite pleased. Team, a big thank you.",3 months ago,2023-09-19 21:15:04.798827,"Dear Madhu, were thrilled to hear that you appreciate our team and found our leader to be always present. Thank you for trusting SeekNEO.",3 months ago,2023-09-19 21:15:04.798827,0,1,,https://www.google.com/maps/contrib/114783587510503205898/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNwdTlEbEhBEAE,shashvatha ganiga,5,Best team....Best service,4 months ago,2023-08-19 21:15:04.820823,Thank You Shashvatha for your valuable review on us.,3 months ago,2023-09-19 21:15:04.820823,0,2,1,https://www.google.com/maps/contrib/112811874159117430421/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwNjR5cG93RRAB,vardhan vardhan,5,"When we were looking for social media marketing for our company, SeekNEO was contacted. They have been in charge of our social media marketing for more than eight months now. We approve of their selection of creatives and color schemes because they adhere to our brand specifications. One of the top digital marketing companies in Bangalore, SeekNEO, can meet client requirements",4 months ago,2023-08-19 21:15:04.840826,Thank You Vardhan for your valuable review. We always try to work up to our Clients satisfaction & will keep up the quality to the mark!,3 months ago,2023-09-19 21:15:04.840826,0,3,,https://www.google.com/maps/contrib/112390371589279825428/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwX2FlZXFRRRAB,sampath ss,5,"SeekNEO Are Ready To Serve Creativity, Innovation & Different Viewpoints For Its Clients And Employees. Happy To Be A Team Member.",4 months ago,2023-08-19 21:15:05.880828,Your review mean a lot to us. Thanks for your support.,3 months ago,2023-09-19 21:15:05.880828,0,3,,https://www.google.com/maps/contrib/106365312667971155383/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwamVuN25BRRAB,gnanendra reddy k,5,"Excellent web designing company. Good team, good response",4 months ago,2023-08-19 21:15:05.892828,Your review mean a lot to us. Thanks for your support.,3 months ago,2023-09-19 21:15:05.892828,0,2,,https://www.google.com/maps/contrib/116013578636629262710/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwamVMcXJBRRAB,Hareesh M Y,5,Very good web designer,4 months ago,2023-08-19 21:15:05.912823,Your review mean a lot to us. Thanks for your support.,3 months ago,2023-09-19 21:15:05.912823,0,4,,https://www.google.com/maps/contrib/100715182659934220468/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNwamJ5dE93EAE,harshul jain,4,Excellent,4 months ago,2023-08-19 21:15:05.922824,Your review mean a lot to us. Thanks for your support.,3 months ago,2023-09-19 21:15:05.922824,0,1,,https://www.google.com/maps/contrib/110990524726227384676/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwalpDX2lnRRAB,Shwetha shetty,5,SeekNEO India is the best digital marketing firm in Bangalore. The team here has expert knowledge of their domain. They helped us redesign our website and our SEO ranking! We are very happy with the results and wish to recommend them to anyone looking for a trustworthy and efficient agency here.,4 months ago,2023-08-19 21:15:05.936825,Thank You for Valuable Feedback. We appreciate the support you gave to us.!,3 months ago,2023-09-19 21:15:05.936825,0,2,,https://www.google.com/maps/contrib/116022440174907162657/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNwbGZEclRnEAE,Ranganatha MD MD,4,"SeekNEO helps with the problem of monitoring action items that come out of meetings, which is not only inconvenient but also prone to things sliding through the gaps which is a great undertaking for us.",4 months ago,2023-08-19 21:15:05.948824,Thank you!!!Glad to know that you are completely satisfied with our development team and the work is been delivered to you in time.Will surely look into the customer relationship and do the necessary changes if required.Once again thanks a lot for your valuable time.,3 months ago,2023-09-19 21:15:05.948824,0,2,,https://www.google.com/maps/contrib/101134474445261012517/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChZDSUhNMG9nS0VJQ0FnSUNwcGVmSUx3EAE,abijith akshetty,4,SeekNEO is well-known in Bangalore for its social media services. They fulfilled our needs very successfully and helped us get more contacts than we could imagine in such a short time! We are very happy with the way they handled the job at hand..,4 months ago,2023-08-19 21:15:05.964825,Thank you so much for your valuable comments Team SeekNEO,3 months ago,2023-09-19 21:15:05.964825,0,8,5,https://www.google.com/maps/contrib/104385699618120388796/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwcGNXQTV3RRAB,G Creations,4,Their web development services are top notch. Everything from their customer service to the quality of their work was first class. My website is now running smoother than ever before and I couldnt be happier with my experience working with them. Highly recommend seeKNEO if youre looking for a reliable web development company,4 months ago,2023-08-19 21:15:05.981832,Thank you for you valuable comments!!!,3 months ago,2023-09-19 21:15:05.981832,0,2,,https://www.google.com/maps/contrib/105671755110434911566/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNwbVo2eHlnRRAB,Shashirekha Hs,5,"We got the best e-commerce development services at SeekNEO. The team helped us with all website changes according to the latest trends and gave us the ideal results. At SeekNEO, the web developers has a good experience in developing and designing the website according to the clients requirements.",4 months ago,2023-08-19 21:15:06.007822,Thank you for you valuable comments!!!,3 months ago,2023-09-19 21:15:06.007822,0,1,,https://www.google.com/maps/contrib/109327459940579597423/reviews?entry=ttu,False,,
ChIJQWbMS6wTrjsRUVo97n2K9Bs,"SeekNEO - Web Design Company in Bangalore, Web Development, SEO Services, Digital Marketing Agency, eCommerce Web Development",ChdDSUhNMG9nS0VJQ0FnSUNweVltLWhnRRAB,Asha Poojary,5,One of the best company for taking your business to SeeKNEO. Best Digital Marketing Company in India,4 months ago,2023-08-19 21:15:06.022823,"Dear Asha, thank you for your kind words! Were glad to hear our services meet your expectations.",3 months ago,2023-09-19 21:15:06.022823,0,1,,https://www.google.com/maps/contrib/115008050730502647921/reviews?entry=ttu,False,,
